,INSTNM,CITY,STABBR
6151,Universal Training Institute,Perth Amboy,New_Jersey
6152,Yeshiva Yesodei Hatorah,Lakewood,New_Jersey
6153,Rizzieri Institute,Voorhees,New_Jersey
6154,Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,Utah
6155,Healthcare Training Institute,Kenner,Louisiana
6156,W Academy of Salon and Spa,Danville,California
6157,Boca Beauty Academy,Boca Raton,Florida
6158,Paul Mitchell the School-Jersey Shore,Brick,New_Jersey
6159,City Pointe Beauty Academy,Webb City,Missouri
6160,The Chrysm Insitute of Esthetics,Virginia Beach,Virginia
6161,Sanford Burnham Prebys Medical Discovery Institute,La Jolla,California
6162,National Personal Training Institute of Columbus,Powell,Ohio
6163,Toni & Guy Hairdressing Academy-Manteca,Manteca,California
6164,Belle Academy of Cosmetology,Waterbury,Connecticut
6165,Dorsey Business Schools-Lansing,Lansing,Michigan
6166,Empire Beauty School-Augusta,Augusta,Georgia
6167,South University-High Point,High Point,North_Carolina
6168,Empire Beauty School-Vernon Hills,Vernon Hills,Illinois
6169,Empire Beauty School-Stone Park,Stone Park,Illinois
6170,Empire Beauty School-Rochester,Rochester,New_York
6171,American Career College-Long Beach,Long Beach,California
6172,Ross Medical Education Center-Kokomo,Kokomo,Indiana
6173,Ross Medical Education Center-Erlanger,Erlanger,Kentucky
6174,Ross Medical Education Center-Charleston,Charleston,West_Virginia
6175,L'Ecole Culinaire-Kansas City,Kansas City,Missouri
6176,Cortiva Institute-Houston,Houston,Texas
6177,InterCoast Colleges-Fairfield,Fairfield,California
6178,Vatterott College-ex'treme Institute by Nelly-St Louis,St. Louis,Missouri
6179,Southern Careers Institute-San Antonio,San Antonio,Texas
6180,College of Business and Technology-Miami Gardens,Miami Gardens,Florida
6181,Milan Institute-Merced,Merced,California
6182,Midwest Technical Institute-Springfield,Springfield,Missouri
6183,Finger Lakes School of Massage,FREDERICK,Maryland
6184,Augusta University,Augusta,Georgia
6185,Middle Georgia State University,Macon,Georgia
6186,Trenz Beauty Academy,Calumet City,Illinois
6187,Paul Mitchell the School-Denver,Lakewood,Colorado
6188,Academy of Interactive Entertainment,Seattle,Washington
6189,Arrojo Cosmetology School,New York,New_York
6190,Cosmetology Academy of Texarkana,Texarkana,Texas
6191,Veritas Baptist College,Greendale,Indiana
6192,Lynnes Welding Training,Fargo,North_Dakota
6193,Aviation Institute of Maintenance-Las Vegas,Las Vegas,Nevada
6194,UEI College-Bakersfield,Bakersfield,California
6195,National American University-Lewisville,Lewisville,Texas
6196,National American University-Georgetown,Georgetown,Texas
6197,National American University-Richardson,Richardson,Texas
6198,National American University-Rochester,Rochester,Minnesota
6199,National American University-Wichita West,Wichita,Kansas
6200,National American University-Indianapolis,Indianapolis,Indiana
6201,DeVry College of New York,New York,New_York
6202,DeVry University-Arizona,Phoenix,Arizona
6203,DeVry University-California,Pomona,California
6204,DeVry University-Colorado,Westminster,Colorado
6205,DeVry University-Florida,Miramar,Florida
6206,DeVry University-Georgia,Decatur,Georgia
6207,DeVry University-Illinois,Chicago,Illinois
6208,DeVry University-Indiana,Merrillville,Indiana
6209,DeVry University-Missouri,Kansas City,Missouri
6210,DeVry University-Nevada,Henderson,Nevada
6211,DeVry University-New Jersey,North Brunswick,New_Jersey
6212,DeVry University-North Carolina,Charlotte,North_Carolina
6213,DeVry University-Ohio,Columbus,Ohio
6214,DeVry University-Oklahoma,Oklahoma City,Oklahoma
6215,DeVry University-Pennsylvania,Ft. Washington,Pennsylvania
6216,DeVry University-Tennessee,Nashville,Tennessee
6217,DeVry University-Texas,Irving,Texas
6218,DeVry University-Virginia,Arlington,Virginia
6219,University of North Georgia,Dahlonega,Georgia
6220,South Georgia State College,Douglas,Georgia
6221,Northeastern University Lifelong Learning Network,Boston,Massachusetts
6222,McCann School of Business & Technology,Wilkes-Barre,Pennsylvania
6223,Florida Polytechnic University,Lakeland,Florida
6224,Brown Mackie College-Dallas,Bedford,Texas
6225,American Institute-Toms River,Toms River,New_Jersey
6226,The Healthcare Institute,San Antonio,Texas
6227,Alamo City Barber College,San Antonio,Texas
6228,Arizona College-Mesa,Mesa,Arizona
6229,American College of Healthcare and Technology,Huntington Park,California
6230,Antioch College,Yellow Springs,Ohio
6231,Texas A & M University-Central Texas,Killeen,Texas
6232,Central Georgia Technical College,Warner Robins,Georgia
6233,Barber School of Pittsburgh,Pittsburgh,Pennsylvania
6234,Innovate Salon Academy,South Plainfield,New_Jersey
6235,Arizona State University-Skysong,Scottsdale,Arizona
6236,Louisiana Delta Community College,Monroe,Louisiana
6237,The Fab School,Rancho Cucamonga,California
6238,Networks Barber College,Calumet City,Illinois
6239,JB's Hair Design and Barber College,Oklahoma City,Oklahoma
6240,Virginia College-Lubbock,Lubbock,Texas
6241,Paul Mitchell the School-Lombard,Lombard,Illinois
6242,Paul Mitchell the School-Greenville,Greenville,South_Carolina
6243,Divine Crown Barber & Beauty Academy,Harrisburg,Pennsylvania
6244,Delta College of Arts & Technology-Lafayette Campus,Lafayette,Louisiana
6245,Delta College-Slidell Campus,Slidell,Louisiana
6246,Integrity College of Health,Pasadena,California
6247,Electrical Training Center,Copiague,New_York
6248,Alexander Paul Institute of Hair Design,Greenville,North_Carolina
6249,California Technical Academy,Riverside,California
6250,More Tech Institute,Hialeah,Florida
6251,Dorsey Business Schools-Dearborn,Detroit,Michigan
6252,NeeCee's College of Cosmetology,Abilene,Texas
6253,Bella Cosmetology College,Winnsboro,Texas
6254,Ridley-Lowell Business & Technical Institute,West Warwick,Rhode_Island
6255,Franklin Hair Academy School of Cosmetology,Franklin,Tennessee
6256,Universidad Ana G. Mendez-Online Campus,San Juan,PR
6257,Sutter Beauty College,Yuba City,California
6258,New Horizons Medical Institute,Norcross,Georgia
6259,Ohio Institute of Allied Health,Huber Heights,Ohio
6260,Paul Mitchell the School-Ardmore,Ardmore,Oklahoma
6261,Access Careers,Hempstead,New_York
6262,River Valley Cosmetology Institute,Poteau,Oklahoma
6263,Luckes Beauty Academy LLC,Newport  News,Virginia
6264,Total Transformation Institute of Cosmetology,San Marcos,Texas
6265,Vibe Barber College,Memphis,Tennessee
6266,Champ's Barber School,Lancaster,Pennsylvania
6267,IGlobal University,Vienna,Virginia
6268,East-West Healing Arts Institute,Madison,Wisconsin
6269,National Personal Training Institute,Vienna,Virginia
6270,Standard Healthcare Services-College of Nursing,Falls Church,Virginia
6271,Philadelphia Technician Training,Philadelphia,Pennsylvania
6272,Grace International Beauty School,Flushing,New_York
6273,Alliance Computing Solutions,Flushing,New_York
6274,InterAmerican Technical Institute,Miami,Florida
6275,Bay Area Medical Academy,San Francisco,California
6276,Mind Body Institute,Nashville,Tennessee
6277,Parisian Spa Institute,Jacksonville,Florida
6278,Yechanlaz Instituto Vocacional,Miami,Florida
6279,Creative Touch Cosmetology School,Waterloo,Illinois
6280,LaBarberia Institute of Hair,Mayfield Hts,Ohio
6281,Setting the Standard Barbering and Natural Hair Academy,Shreveport,Louisiana
6282,Bos-Man's Barber College,Shreveport,Louisiana
6283,Lawrence & Company College of Cosmetology,Selma,California
6284,Alabama College of Osteopathic Medicine,Dothan,Alabama
6285,Morthland College,West Frankfort,Illinois
6286,High Desert Medical College,Lancaster,California
6287,Paul Mitchell the School-Schenectady,Schenectady,New_York
6288,Beyond Measure Barbering Institute,Mebane,North_Carolina
6289,Beauty Anatomy Institute of Cosmetology and Wellness,Pompano Beach,Florida
6290,Barber Institute of Texas,Longview,Texas
6291,Jupiter Beauty Academy,Boston,Massachusetts
6292,MedQuest College,Louisville,Kentucky
6293,First Coast Barber Academy,Jacksonville,Florida
6294,Debutantes School of Cosmetology and Nail Technology,Dekalb,Illinois
6295,Paul Mitchell The School-Farmington Hills,Farmington Hills,Michigan
6296,Paul Mitchell the School-Merrillville,Merrillville,Indiana
6297,Paul Mitchell the School-Lansing,Lansing,Michigan
6298,Ricci's Academy of Cosmetology,Newtown,Connecticut
6299,Yahweh Beauty Academy,Killeen,Texas
6300,Preparing People Barber Styling College,Dallas,Texas
6301,Arizona School of Integrative Studies,Tucson,Arizona
6302,Lee Professional Institute,Fort Myers,Florida
6303,Park Place Premier Barber School,New Orleans,Louisiana
6304,The Salon Professional Academy-San Jose,San Jose,California
6305,Tri-Community Adult Education,Covina,California
6306,Montessori Education Institute of the Pacific Northwest,Bothell,Washington
6307,Jolie Health and Beauty Academy-Turnersville,Turnersville,New_Jersey
6308,Ross Medical Education Center-Owensboro,Owensboro,Kentucky
6309,Ross Medical Education Center-Evansville,Evansville,Indiana
6310,Ross Medical Education Center-Johnson City,Johnson City,Tennessee
6311,North-West College-Santa Ana,Santa Ana,California
6312,North-West College-Long Beach,Long Beach,California
6313,Branford Hall Career Institute-Amityville,Amityville,New_York
6314,Taylor Andrews Academy of Hair Design-Orem,Orem,Utah
6315,University of Florida-Online,Gainesville,Florida
6316,Ogle School Hair Skin Nails-Stafford,Stafford,Texas
6317,University of Phoenix-Arizona,Tempe,Arizona
6318,University of Phoenix-Arkansas,Little Rock,Arkansas
6319,University of Phoenix-California,Ontario,California
6320,University of Phoenix-Colorado,Lone Tree,Colorado
6321,University of Phoenix-Florida,Orlando,Florida
6322,University of Phoenix-Georgia,Atlanta,Georgia
6323,University of Phoenix-Louisiana,Baton Rouge,Louisiana
6324,University of Phoenix-Michigan,Southfield,Michigan
6325,University of Phoenix-Missouri,Saint Louis,Missouri
6326,University of Phoenix-Nevada,Las Vegas,Nevada
6327,University of Phoenix-North Carolina,Charlotte,North_Carolina
6328,University of Phoenix-Oklahoma,Tulsa,Oklahoma
6329,University of Phoenix-Tennessee,Nashville,Tennessee
6330,University of Phoenix-Texas,Houston,Texas
6331,University of Phoenix-Virginia,Glen Allen,Virginia
6332,University of Phoenix-Pennsylvania,Philadelphia,Pennsylvania
6333,Tint School of Makeup & Cosmetology-Seattle,Seattle,Washington
6334,CEM College-Mayaguez,Mayaguez,PR
6335,Rabbinical College Ohr Yisroel,Brooklyn,New_York
6336,Aveda Institute-Phoenix,Tempe,Arizona
6337,University of North Texas at Dallas,Dallas,Texas
6338,Dermal Science International Aesthetics and Nail Academy,Reston,Virginia
6339,BridgeValley Community & Technical College,South  Charleston,West_Virginia
6340,Northwest College-Medford,Medford,Oregon
6341,Virginia College-Fort Pierce,Fort Pierce,Florida
6342,Houston Training Schools-Gessner,Houston,Texas
6343,Empire Beauty School-Buffalo,Cheektowaga,New_York
6344,Paul Mitchell the School-Toledo,Sylvania,Ohio
6345,Georgia Military College,Milledgeville,Georgia
6346,New Horizons Medical Institute-Winder,Winder,Georgia
6347,SAE Institute of Technology-Chicago,Chicago,Illinois
6348,Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,Portland,Oregon
6349,Fountain of Youth Academy of Cosmetology,Mars,Pennsylvania
6350,California College San Diego,San Diego,California
6351,West Coast University-Miami,Doral,Florida
6352,National American University-Houston,Houston,Texas
6353,National American University-Harold D. Buckingham Graduate School,Austin,Texas
6354,All Beauty College,Kingman,Arizona
6355,Aparicio-Levy Technical College,Tampa,Florida
6356,Fred D. Learey Technical College,Tampa,Florida
6357,The Vocational Nursing Institute Inc,Houston,Texas
6358,Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,Florida
6359,Hollywood Institute of Beauty Careers-Casselberry,Casselberry,Florida
6360,Empire Beauty School-Cheltenham,Wyncote,Pennsylvania
6361,High Tech High Graduate School of Education,San Diego,California
6362,Coachella Valley Beauty College-Hemet,Hemet,California
6363,Dewey University-Mayaguez,Mayaguez,PR
6364,Coastal Pines Technical College,Waycross,Georgia
6365,Studio Beauty School,Spokane Valley,Washington
6366,Latin Beauty Academy,Greenacres,Florida
6367,Associated Barber College of San Diego,San Diego,California
6368,ABCO Technology,Inglewood,California
6369,International Sports Sciences Association,Carpinteria,California
6370,International Hair and Barber Academy,Boca Raton,Florida
6371,University of Texas Health Science Center at Tyler,Tyler,Texas
6372,California Intercontinental University,Irvine,California
6373,Infinity College,Lafayette,Louisiana
6374,Universal Healthcare Careers College,Los Angeles,California
6375,MKG Beauty & Business,Cranston,Rhode_Island
6376,New Beginnings Beauty Academy,Pine Bluff,Arkansas
6377,Dolce LLC The Academy,Waterbury,Connecticut
6378,River Valley School of Massage,Russellville,Arkansas
6379,The Beauty School,Mountain Home,Arkansas
6380,Atlantis University,Miami,Florida
6381,Westchester School for Dental Assistant,Elmsford,New_York
6382,K & G 5 Star Barber College,League City,Texas
6383,Studio Incamminati,Philadelphia,Pennsylvania
6384,Salon Boutique Academy,Addison,Texas
6385,The Recording Conservatory of Austin,Austin,Texas
6386,VH Barber & Styling Academy,Bossier City,Louisiana
6387,Bet Medrash Gadol Ateret Torah,Brooklyn,New_York
6388,Yeshiva Gedola Ohr Yisrael,Brooklyn,New_York
6389,Yeshiva Sholom Shachna,Brooklyn,New_York
6390,Elmezzi Graduate School of Molecular Medicine,Manhasset,New_York
6391,GDS Institute,South Gate,California
6392,Professional Academy of Cosmetology,Norristown,Pennsylvania
6393,Saint Gregory The Great Seminary,Seward,Nebraska
6394,Theatre of Arts,Hollywood,California
6395,Westchester College of Nursing & Allied Health,Los Angeles,California
6396,Treasure Coast Technical College,Vero Beach,Florida
6397,American College of Barbering,Louisville,Kentucky
6398,Beth Medrash Meor Yitzchok,Monsey,New_York
6399,Mingo Extended Learning Center,Delbarton,West_Virginia
6400,San Ignacio University,Doral,Florida
6401,ZMS The Academy,Los Angeles,California
6402,Valor Christian College,Canal Winchester,Ohio
6403,Bethany Global University,Bloomington,Minnesota
6404,Bella Academy of Cosmetology,Oshkosh,Wisconsin
6405,Princess Beauty School,Dearborn Heights,Michigan
6406,HVAC Technical Institute,Chicago,Illinois
6407,Unilatina International College,Miramar,Florida
6408,San Francisco Film School,San Francisco,California
6409,Center for Ultrasound Research & Education,White Plains,New_York
6410,Culinary Tech Center,New York,New_York
6411,Randolph Technical Center,Elkins,West_Virginia
6412,AMG School of Licensed Practical Nursing,Brooklyn,New_York
6413,Saint Michael College of Allied Health,Alexandria,Virginia
6414,Presidio Graduate School,San Francisco,California
6415,Sandra Academy of Salon Services Inc,New Tazewell,Tennessee
6416,Wright Graduate University for the Realization of Human Potential,Elkhorn,Wisconsin
6417,California Jazz Conservatory,Berkeley,California
6418,California Barber and Beauty College,San Diego,California
6419,Laredo CHI Academy Beauty School,Laredo,Texas
6420,Florida International Training Institute,Miami,Florida
6421,The Training Domain,Fort Myers,Florida
6422,Gould's Academy,Memphis,Tennessee
6423,Aviation Institute of Maintenance,Freemont,California
6424,Paul Mitchell the School-Tulsa,Tulsa,Oklahoma
6425,PPG Technical College,Caguas,PR
6426,Wave Leadership College,Virginia Beach,Virginia
6427,Academy of Professional Cosmetology,Rogers,Arkansas
6428,Empire Beauty School-Northlake,Atlanta,Georgia
6429,Ross Medical Education Center-Huntsville,Huntsville,Alabama
6430,Ross Medical Education Center-Knoxville,Knoxville,Tennessee
6431,Jolie Health & Beauty Academy-Cherry Hill,Cherry Hill,New_Jersey
6432,Ross Medical Education Center-Muncie,Muncie,Indiana
6433,Cortiva Institute-Arlington,Arlington,Texas
6434,Tulsa Welding School-Houston,Houston,Texas
6435,Pima Medical Institute-El Paso,El Paso,Texas
6436,Pima Medical Institute-Phoenix,Phoenix,Arizona
6437,Kennesaw State University,Kennesaw,Georgia
6438,Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,Lincoln,Nebraska
6439,All Beauty College,Lake Havasu City,Arizona
6440,Eastern Suffolk BOCES,Riverhead,New_York
6441,Eastern Suffolk BOCES,Oakdale,New_York
6442,Milligan College,Milligan College,Tennessee
6443,Chamberlain University-Nevada,Las Vegas,Nevada
6444,Chamberlain University-Michigan,Troy,Michigan
6445,Chamberlain University-New Jersey,North Brunswick,New_Jersey
6446,Hussian College-Relativity Campus California,Los Angeles,California
6447,Paul Mitchell the School-Madison,Madison,Wisconsin
6448,The University of Tennessee Health Science Center,Memphis,Tennessee
6449,Unitech Training Academy-Metairie,Metairie,Louisiana
6450,Wade Gordon Hairdressing Academy-Lubbock,Lubbock,Texas
6451,Protege Academy,Mt. Pleasant,Michigan
6452,Emory University-Oxford College,Oxford,Georgia
6453,American Academy of Personal Training-Boston Campus,Boston,Massachusetts
6454,The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,Louisiana
6455,Southern Regional Technical College,Thomasville,Georgia
6456,Texas College of Cosmetology-Lubbock,Lubbock,Texas
6457,University of Arizona-South,Sierra Vista,Arizona
6458,Fortis College-Cuyahoga Falls,Cuyahoga Falls,Ohio
6459,Sunstate Academy-Jones Technical Institute,Jacksonville,Florida
6460,Texas State Technical College,Waco,Texas
6461,Aveda Institute Portland-Vancouver Campus,Vancouver,Washington
6462,Arizona College-Las Vegas,Las Vegas,Nevada
6463,Florida Career College,Pembroke Pines,Florida
6464,Florida Career College-West Palm Beach,West Palm Beach,Florida
6465,Florida Career College-Hialeah,Hialeah,Florida
6466,Florida Career College-Lauderdale Lakes,Lauderdale Lakes,Florida
6467,Florida Career College-Tampa,Tampa,Florida
6468,Florida Career College-Jacksonville,Jacksonville,Florida
6469,Florida Career College-Boynton Beach,Boynton Beach,Florida
6470,Florida Career College-Margate,Margate,Florida
6471,Florida Career College-Orlando,Orlando,Florida
6472,Florida Career College-UEI College-Phoenix,Phoenix,Arizona
6473,Florida Career College-Houston Campus,Houston,Texas
6474,Aveda Institute-Madison,Madison,Wisconsin
6475,Husson University,Bangor,Maine
6476,Tricoci University of Beauty Culture-Elgin,Elgin,Illinois
6477,Concorde Career College-Southaven,Southaven,Mississippi
6478,Universal Technical Institute-Southern California,Long Beach,California
6479,Northwest University-College of Adult and Professional Studies,Kirkland,Washington
6480,Celebrity Barber School,Monroe,Louisiana
6481,California Institute of Advanced Management,Alhambra,California
6482,Academy of Interactive Entertainment,Lafayette,Louisiana
6483,The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,Maryland
6484,Yeshiva Zichron Aryeh,Far Rockaway,New_York
6485,Butte County Regional Occupational Program,Chico,California
6486,BCI,Brookline,Massachusetts
6487,Arclabs,Piedmont,South_Carolina
6488,Top of the Line Barber College,Charleston,South_Carolina
6489,Midfield Institute of Cosmetology,Midfield,Alabama
6490,Med-Life Institute-Naples,Naples,Florida
6491,Med-Life Institute-Lauderdale Lakes,Lauderdale Lakes,Florida
6492,American Institute of Alternative Medicine,East Brunswick,New_Jersey
6493,Felbry College School of Nursing,Columbus,Ohio
6494,Beyond The Basics School of Cosmetology,Marshfield,Missouri
6495,Regional Center for Border Health,Somerton,Arizona
6496,B-Unique Beauty and Barber Academy,Greenville,South_Carolina
6497,Kentucky Horseshoeing School,Richmond,Kentucky
6498,Tri-State Barber College,Ashland,Kentucky
6499,Image Maker Beauty Institute,Hendersonville,Tennessee
6500,Dalton Institute of Esthetics and Cosmetology,Dalton,Georgia
6501,CAAN Academy of Nursing,Matteson,Illinois
6502,Martinsburg College,Martinsburg,West_Virginia
6503,Alhambra Medical University,Alhambra,California
6504,Central Yeshiva Beth Joseph,Brooklyn,New_York
6505,Garden State Science and Technology Institute,Jersey City,New_Jersey
6506,Barber Tech Academy,Orangeburg,South_Carolina
6507,Abraham Lincoln University,Glendale,California
6508,Construction Training Center,Columbia,South_Carolina
6509,Med Academy,Hialeah,Florida
6510,Huntington University of Health Sciences,Knoxville,Tennessee
6511,Sonoran Desert Institute,Scottsdale,Arizona
6512,Northwest Suburban College,Rollng Meadows,Illinois
6513,Yeshivas Maharit D'Satmar,Monroe,New_York
6514,Natural Images Beauty College,Clute,Texas
6515,Textures Institute of Cosmetology,Indianapolis,Indiana
6516,Learning Bridge Career Institute,Houma,Louisiana
6517,PiBerry Institute,Homestead,Florida
6518,DMost Beauty & Body Institute,Lithia  Springs,Georgia
6519,Academy of Cosmetology and Esthetics,Nevada,Missouri
6520,Ea La Mar's Cosmetology & Barber College,Kansas City,Missouri
6521,Regina Webb Academy,Bowling Green,Kentucky
6522,DeHart Technical School,Modesto,California
6523,Medical Career & Technical College,Richmond,Kentucky
6524,Center for Neurosomatic Studies,Clearwater,Florida
6525,Lebanon College of Cosmetology,Lebanon,Missouri
6526,Focus Personal Training Institute,New York,New_York
6527,Hair Academy School of Barbering & Beauty,Newark,Delaware
6528,Fosbre Academy of Hair Design,Olympia,Washington
6529,National Personal Training Institute,Winter Park,Florida
6530,Mission Beauty Institute,Mission,Texas
6531,Elim Bible Institute and College,Lima,New_York
6532,Beth Medrash of Asbury Park,Lakewood,New_Jersey
6533,Hope College of Arts and Sciences,Pompano Beach,Florida
6534,Ferrara's Beauty School,Forest Hills,New_York
6535,Yeshiva Gedolah Shaarei Shmuel,Lakewood,New_Jersey
6536,Premier Barber Institute,Norristown,Pennsylvania
6537,International Beauty Education Center,Airway Heights,Washington
6538,Claremont Lincoln University,Claremont,California
6539,Ultimate Touch Barber College,Richton Park,Illinois
6540,Hoss Lee Academy,Roseville,California
6541,Indiana Massage College,Indianapolis,Indiana
6542,Kenny's Academy of Barbering,Indianapolis,Indiana
6543,Seattle Film Institute,Seattle,Washington
6544,Arkansas Colleges of Health Education,Fort Smith,Arkansas
6545,Indiana Wesleyan University-National & Global,Marion,Indiana
6546,Northeast Lakeview College,Universal City,Texas
6547,Radiological Technologies University VT,South Bend,Indiana
6548,Totally Cosmo School of Modern Cosmetology,Broken Bow,Oklahoma
6549,U.S. Truck Driver Training School,Sterling Heights,Michigan
6550,South Dade Technical College-South Dade Skills Center Campus,Leisure City,Florida
6551,Wongu University of Oriental Medicine,Las Vegas,Nevada
6552,Alabama School of Nail Technology & Cosmetology,Jackson,Alabama
6553,International Diving Institute,North Charleston,South_Carolina
6554,Tulsa Technology Center,Tulsa,Oklahoma
6555,Ross Medical Education Center-Elyria,Elyria,Ohio
6556,Ross Medical Education Center-Lafayette,Lafayette,Indiana
6557,Ross Medical Education Center-Midland,Midland,Michigan
6558,Paul Mitchell the School-Webster,Webster,Texas
6559,Paul Mitchell the School-Nampa,Nampa,Idaho
6560,Lil Lou's Beauty and Barber College-Portage,Portage,Indiana
6561,National American University-Westwood Teach-Out Site,Aurora,Colorado
6562,House of Heavilin Beauty College-Academy of Beauty Professionals,Madison,Wisconsin
6563,House of Heavilin Beauty College-Academy of Beauty Professionals,Appleton,Wisconsin
6564,House of Heavilin Beauty College-Academy of Beauty Professionals,Green Bay,Wisconsin
6565,Kenneth Shuler School of Cosmetology-Goose Creek,Goose Creek,South_Carolina
6566,Clovis Community College,Fresno,California
6567,Boca Beauty Academy-Parkland,Parkland,Florida
6568,American Beauty Academy-West Valley Campus,West Valley City,Utah
6569,Caribbean Aviation Training Institute Inc,Carolina,PR
6570,The College of Health Care Professions-McAllen Campus,McAllen,Texas
6571,Chamberlain University-North Carolina,Charlotte,North_Carolina
6572,Chamberlain University-California,Rancho Cordova,California
6573,Spartan College of Aeronautics and Technology,Riverside,California
6574,Harris School of Business-Danbury,Danbury,Connecticut
6575,Institute of Beauty Occupations and Technology Course-San Sebastian,San Sebastian,PR
6576,Milan Institute-Bakersfield West,Bakersfield,California
6577,Purdue University Global-Indianapolis,Indianapolis,Indiana
6578,Purdue University Global-Milwaukee,Milwaukee,Wisconsin
6579,Pima Medical Institute-Dillon,Dillon,Montana
6580,Med-Life Institute-Kissimmee,Kissimmee,Florida
6581,Arthur's Beauty College-Jonesboro,Jonesboro,Arkansas
6582,West Coast University-Center for Graduate Studies,Los Angeles,California
6583,Palm Beach Academy of Health & Beauty-Distinct Health Educational Center,Lauderhill,Florida
6584,Piedmont International University,Winston-Salem,North_Carolina
6585,National Personal Training Institute-Tampa,Tampa,Florida
6586,Presbyterian Theological Seminary in America,Santa Fe Springs,California
6587,Health Career Institute,West Palm Beach,Florida
6588,Southern States University,San Diego,California
6589,Great Lakes Truck Driving School,Columbia Station,Ohio
6590,America Evangelical University,Los Angeles,California
6591,Gadsden Technical Institute,Quincy,Florida
6592,Virginia University of Integrative Medicine,Fairfax,Virginia
6593,Nashville Film Institute,Nashville,Tennessee
6594,Los Angeles Academy of Figurative Art,Van Nuys,California
6595,Westcliff University,Irvine,California
6596,World Class Academy of Beauty Careers,Tallahassee,Florida
6597,Allied Health Careers Institute,Murfreesboro,Tennessee
6598,Sacramento Ultrasound Institute,Sacramento,California
6599,Medical Prep Institute of Tampa Bay,Tampa,Florida
6600,Elite Institute of Cosmetology,Portsmouth,Ohio
6601,Regan Career Institute,El Monte,California
6602,Bolivar Technical College,Bolivar,Missouri
6603,Baldy View Regional Occupational Program,Ontario,California
6604,MAK Beauty Institute,Cumming,Georgia
6605,Reformed University,Lawrenceville,Georgia
6606,Mobile Technical Training,South Hackensack,New_Jersey
6607,American Barber Academy,Reading,Pennsylvania
6608,Master's Barber & Styling College,Old Hickory,Tennessee
6609,Yeshiva Shaar Ephraim,Monsey,New_York
6610,California Institute of Arts & Technology,San Diego,California
6611,Elite Cosmetology Barber & Spa Academy,Yakima,Washington
6612,Cutting Edge Academy,Succasunna,New_Jersey
6613,Yeshiva Bais Aharon,Lakewood,New_Jersey
6614,Mechon L'hoyroa,Monsey,New_York
6615,My Beauty & Barber College,Sacramento,California
6616,Elyon College,Brooklyn,New_York
6617,Georgie International Beauty Institute,Cuyahoga Falls,Ohio
6618,C. Alexander School of Cosmetology,Little Rock,Arkansas
6619,Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,Michigan
6620,Harmony Health Care Institute,Merrimack,New_Hampshire
6621,American Beauty Schools,Miami,Florida
6622,Hogan Institute of Cosmetology and Esthetics,Lilburn,Georgia
6623,J's Barber College,New Iberia,Louisiana
6624,Ann Webb Skin Institute,Austin,Texas
6625,Apex Academy Hair Skin Nails School of Cosmetology,Ontario,Ohio
6626,The Esthetic Institute,Vienna,Virginia
6627,Kor Beauty Academy,Peoria,Arizona
6628,EduMed Partners,Goodlettsville,Tennessee
6629,Massage Institute of Memphis,Memphis,Tennessee
6630,Digital Media Institute at InterTech,Shreveport,Louisiana
6631,Yeshiva Ohr Naftoli,New Windsor,New_York
6632,Bais Medrash Mayan Hatorah,Lakewood,New_Jersey
6633,Allgood Beauty Institute,Frisco,Texas
6634,Ray J's College of Hair,Baton Rouge,Louisiana
6635,Gwinnett Institute,Orlando,Florida
6636,Career Quest Learning Center-Mt. Pleasant,Mount Pleasant,Michigan
6637,Kansas City University of Medicine and Biosciences-Joplin,Joplin,Missouri
6638,Manuel and Theresa's School of Hair Design,Brenham,Texas
6639,Cincinnati School of Barbering & Hair Design Inc,Cincinnati,Ohio
6640,L Makeup Institute,Las Vegas,Nevada
6641,Peloton College,Arlington,Texas
6642,Purdue University Global-St. Louis,St. Louis,Missouri
6643,Purdue University Northwest,Hammond,Indiana
6644,Ross Medical Education Center - Kalamazoo,Kalamazoo,Michigan
6645,Ross College-Canton,Canton,Ohio
6646,Ross Medical Education Center-Grand Rapids North,Grand Rapids,Michigan
6647,East-West University,Keshena,Wisconsin
6648,American Institute-Somerset,Somerset,New_Jersey
6649,Platt College-Anaheim,Anaheim,California
6650,Bull City Durham Beauty and Barber College,Durham,North_Carolina
6651,Fortis College-Cutler Bay,Cutler Bay,Florida
6652,Yeshiva Kollel Tifereth Elizer,Brooklyn,New_York
6653,Unitech Training Academy-Baton Rouge,Baton Rouge,Louisiana
6654,National American University-Garden City,Garden City,Kansas
6655,National American University-Watertown,Watertown,South_Dakota
6656,National American University-Career Point College Teachout Site,San Antonio,Texas
6657,Empire Beauty School-Tampa,Tampa,Florida
6658,Empire Beauty School-Lakeland,Lakeland,Florida
6659,Advanced College-Stockton,Stockton,California
6660,Galen College of Nursing-ARH,Hazard,Kentucky
6661,The Chicago School of Professional Psychology at San Diego,San Diego,California
6662,Unlimited Cosmetology School,Hattiesburg,Mississippi
6663,Johnny Matthew's Hairdressing Training School,Salem,Oregon
